text,offset,length,author
All the above mentioned approaches are now being worked out by the National Institute of Health (NIH) and the Center for Disease Control (CDC). ,9928,144,1
"The former is involved in research works to come out with different methods to cure and prevent both type 1 and type 2 diabetes.
",10073,129,1
"For the meantime, the NIH is only focusing on the prevention of Type 1 diabetes. ",10203,81,1
While the Center for Disease Control (CDC) is focused mostly with the programs they are doing. ,10285,95,1
"Both health providers are gathering important research and science that will help people to fight diabetes.
",10381,108,1
"The approaches that are currently being pursued for the possible cure for diabetes are:
",10490,88,1
"transplantation of the pancreas and islet cells
development of an artificial pancreas
",10579,86,1
"genetic manipulation
Diabetes is a dreadful disease that has caused millions of death worldwide. ",10618,97,1
"Is there a cure for diabetes? Not just yet. However, researches and studies have been made to uplift the situation of diabetic patients. ",10695,137,1
"It is still in a development stage but all the approaches present helpful treatments for this disease.
",10789,103,1
"Diabetes is treated depends on varying factors:
The type of diabetes a person is diagnosed with
",11061,96,0
"the progression of the disease prior to diagnosis
accompanying complications will factor into the treatment equation early on.
",11110,127,0
Living with diabetes is a matter of learning to control blood sugar levels through lifestyle and medication. ,11188,109,0
"The basics of diabetes treatment are the same for all patients once baseline sugar levels are determined and target sugar levels are in control.
",11298,145,0
"Two things are basic to treating type 1 diabetes and type 2 diabetes:
1) Maintaining a healthy diet and physical activity are key basic steps, and
",11444,147,0
"2) Testing to monitor blood glucose levels, so adjustments can be made to diet and exercise when called for.
",11522,109,0
"Type 2 diabetes patients may take additional oral medications (with or without insulin) to help control blood glucose levels at target rates or they may control their blood sugar with meal planning and exercise only.
",11632,217,0
Insulin injections are a necessity for type 1 diabetes patients. People with diabetes require no more special diet than the average person who eats healthy. ,11850,157,0
"Advancements in the understanding of diabetes have revealed that while a healthy diet is vastly beneficial to people living with diabetes, there are no special diet foods required by diabetics.
",11943,194,0
"The difference in diet for a person with diabetes is creating a consistent diet routine, balancing fats, proteins, and carbohydrates in particular. ",12138,148,0
"Carbohydrates turn to sugar in the blood, so limiting carbohydrates and being aware of carbohydrate intake is essential to good diabetes control.
",12287,146,0
"Eat a variety of healthy foods including fruit, vegetables, meat and proteins (nuts, dairy, grains). ",12434,101,0
"Choose foods high in fiber.
Limit intake of table sugars (it is no longer held that diabetics cannot have any sugar; rather, sugars must be moderated and factored into a healthy diet plan). ",12536,190,0
"Choose unsaturated fat found in nuts, nut butters, olive or canola oil and avocado.
",12699,84,0
"Living with Diabetes
As living with diabetes becomes an accepted lifestyle choice, life for diabetes patients is close to normal as compared to those without the disease. ",12784,171,0
"Living with diabetes is a balancing act of sorts. Living with a balance exercise, medication, testing, and diet can be some how tiring, yet the result is well worth the effort. ",12935,177,0
"Diabetes complications can be prevented and lessened with good continuous blood sugar control, maintaining health of body systems with the collaboration of well trained medical professionals
",13063,191,0
