text,offset,length,author
Byakuya - Naraku'sninth and final detachment is meant to replace Kagura. He is loyalto Naraku and has an incredible power of creating illusions.,12116,144,0
"Byakuya has the power to possess people with paper soldiers, summonvines to entrap his enemies, teleport others to differentdimensions, detach organs from his body, and erectb arriers. ",12188,185,0
"He travels on a giant origamipaper crane. When InuYasha attacks him with his Meidou Zangetsuha,Byakuya is absorbed into it.
",12374,124,0
"The other members of Naraku's groupare: Kohaku Kohaku is Sango's younger brother, who wasonce under the control of Naraku. ",12457,123,0
"Naraku forced Kohaku to turnagainst his companions, killing his fat herand all the demon slayers. ",12581,98,0
"Sango survived solely by sheer luck.Castle guards killed Kohaku that night, only to have him laterresurrected by Naraku as an amnesiac puppet. ",12680,143,0
"After severalencounters with Sango and her friends, he began to recover hispainful memories and sought to secretly find a way to destroyNaraku while still maintaining the illusion of being under hiscontrol; he later formed an alliance with Kagura, who soughtfreedom from Naraku's tyranny.
",12788,289,0
"Following Kagura's death, he joins Kikyo ashe believes travelling with her is the only way to redeem himself.",13078,109,0
He remains by her side until she tells him to separate from her forfear of being unable to keep his shard pure. ,13188,112,0
"However, he is nearlycaptured by Byakuya, and only a timely arrival bySesshomaru saveshim. ",13301,91,0
"Kohaku remains with Sesshomaru's group after this, and helpsprotect Rin, who he has a friendship with. ",13393,103,0
"In the last chapter ofthe manga, Kohaku goes with Kirara along with a new weapon whichTotosai made for him. ",13497,108,0
"When Totosai asks him if he will visit hissister, Sango, he replies that he will not, since the house itgetting too crowded. ",13606,125,0
"He then goes off with Kirara to become abetter demon slayer.
In the anime adaptation, he is voiced byAkiko Yajima. ",13732,115,0
"In the English dub, he is initially voiced by AlexDoduk, then later by Danny McKinnon.
",13787,87,0
Moryomaru Moryomaru was an enemy of Naraku. He was a100-foot long monster in a human form who could shoot blasts ofenergy from his arm. ,13875,136,0
"At first, he is merely a life force puppet,and as such, he had no true personality, soul or will. ",13968,98,0
"He is givento Kanna, who places The Infant inside of him, giving MoryomaruNaraku's physical life force. ",14067,104,0
"Moryomaru begins to increase more andmore in power as he absorbs different demons to gain theirabilities.
",14172,106,0
"During a battle, he nearly defeats anonslaught of most of Naraku's enemies which included Kikyo, Kohaku,Kagome, InuYasha, Miroku, Sango, Shippo, and Sesshomaru. ",14279,161,0
"Hesucceeds in breaking Sesshomaru's sword, but flees after nearlylosing a shard of the Shikon Jewel. ",14441,101,0
"He is killed when he devoursNaraku, and Naraku absorbs his power from the inside and uses it tobe reborn.
",14543,106,0
Princess Abi Princess Abi is the princess of featherlessblood-sucking fire bird yokai and servant to Naraku. ,14650,109,0
"Her mother,Queen Tekkei, became ill after she ate a poisoned y kai, whichprompted Princess Abi to collect blood for her. ",14760,121,0
"After attackingseveral villages, Naraku appeared to make a deal with her; he wouldgive her weapons and she would become his servant in exchange forhis blood.
",14882,158,0
"Princess Abi eventually attempts to fightwith InuYasha, though the battle ends with him leaving her afterdestroying her shield. ",15041,128,0
"Princess Abi grew suspicious of Naraku overtime and decides to betray him. To proveshe isn't an ally, she attempts to attack The Infant, one ofNaraku's offspring.
",15170,163,0
"After a quick battle with InuYasha, PrincessAbi leaves, finally having enough blood for her mother. ",15259,100,0
"However,Naraku decides to reveal his true intent to use Tekkei to get intothe border between the worlds of the living and the dead. ",15360,132,0
"Tekkei,finally revealing her full form of a giant bird demon, attacks andswallows Naraku, who responds by decapitating her from the inside.",15493,139,0
"Naraku then kills Princess Abi painlessly, a reward for beinguseful, and uses Tekkei's blood to create a pathway between theliving and dead worlds.
",15633,148,0
"Sesshomaru's role inthe series has varied from antagonist, to hero, and most often ananti-hero, depending on his current situation, but he isconsistently shown as InuYasha's rival and the two have fought manytimes. ",17490,215,1
"Their rivalry runs deep, influenced primarily bySesshomaru's hatred for half-breeds (which InuYasha is) and hisblaming InuYasha for the death of their father. ",17706,159,1
"He also hatesInuYasha for possessing their father's legendary sword Tetsusaiga,which he believes is rightfully his.
",17866,116,1
"Initially portrayed as a cold, stoic characterwith a hatred of humans, Sesshomaru undergoes a series of trialsthroughout the series that reshape his beliefs and hisrelationships with those around him. ",17983,201,1
"These trials include his carefor an orphan named Rin, and his possession of his father's secondsword Tenseiga, which can revive the dead.",18185,137,1
