text,offset,length,author
"Yet it must be acknowledged that the merit of an idea can only be judged by the people participating in the marketplace, and they will judge it based upon their own notions of merit, using their own set of values. ",9408,214,0
Was the idea that humans should not be enslaved any more meritorious in 1865 than it had been for the previous two hundred years? ,9623,130,0
"Apparently not, because it did not win in the marketplace of ideas even then; it had to be enforced by the rule of law.
",9754,120,0
"Oh, Al. One can only hope that Al Gore does not spend a great deal of time reading Internet forums, as his ideals may have taken quite a hit if he does. ",9875,153,0
"If nothing else, his idea that everyone has an equally valuable contribution to the discourse may have become severely compromised.
",10021,132,0
It might be thought that Gore was presenting these ideals as a goal to work toward - not a vision of a lost past. ,10154,114,0
"But when describing the effect of broadcast television coming to dominate public discourse over news and politics,
",10269,115,0
"If so...then what, we might ask, accounts for the strangeness of all the times that have preceded this one?
",10385,108,0
"It is hard to argue, however, with Gore's basic argument that
(in which he, depending on one's information, either won the election but not the presidency, or was defeated by George W. ",10494,185,0
"Bush).
Americans have become accustomed to the idea that they will not contribute in a meaningful way to discussions over the most important issues of the day that significantly affect everyone's lives. ",10618,203,0
"It is time, Gore said,
Gore and his team also recognized that creating and producing documentary and reporting video required, not just the technological architecture, but a certain set of skills and tools that not everyone had - in fact, that most people don't have. ",10815,268,0
"Current set about attempting to democratize that aspect of user-generated content as well,
",11061,91,0
"Both when it launched and when it reinvented itself, many in the online media world were skeptical - partly that Current could engage its viewers/users to the extent that Gore and his team seemed to think possible, but primarily that they could make this model pay.
",11153,266,0
"many were expecting to hear the same story from both firms: a reiteration of the great ideas behind their service, a testament to how much their users loved them, and a cautious projection that making money might, perhaps, be on the table in the future - but it was secondary to continuing to do the fantastic things they did.
",11420,327,0
"From Evan Williams, they got what they expected.
Seeing the financial success of this venture - seeing it victorious in the marketplace of products - makes one feel more sanguine about its prospects in the marketplace of ideas. ",11748,228,0
"It suggests that perhaps Al Gore was not merely indulging in a beautiful idealism when he laid out his principles for the marketplace of ideas that he wished to create.
",11928,169,0
"His vision was further validated when, in 2007, Al Gore and his co-founder Joel Hyatt won the first-ever-awarded Emmy Award for interactive television.
",12098,152,0
"That made 2007 a banner year for Gore: in addition to winning the Emmy, his film about global warming, An Inconvenient Truth , won an Academy Award for Best Documentary. ",12434,170,1
"Later in the year, Gore won the Nobel Peace Prize.
",12605,51,1
"Current's, and Current.tv's, history has not, however, been one unbroken string of successes. ",12657,94,0
"When it was first founded, it was immediately slammed with lawsuits over its name - going back to the introduction to this piece and the appeal of the word current as a name and descriptor for media outlets.",12752,207,0
