text,offset,length,author
most commonly used test for diagnosing diabetes in children and non-pregnant adults Higher reliabilty when done in the morning. ,2901,128,0
"However, a diagnosis of diabetes can be made based on any of the following test results, confirmed by retesting on a different day:
",3030,132,0
"3. Recent onset of polyuria and polydipsia
The diagnosis of type 1 diabetes and many cases of type 2 Excessive urination and thirst usually worsen over days to weeks
",3163,166,0
"4. Ordina ry health screening
5. Detection of hyperglycemia during other medical investigations
",3287,96,0
"6. Secondary symptoms such as vision changes or unexplainable fatigue
How to control or manage Diabetes?
",3351,105,0
"Exercise Weight control Sticking to your meal plan The amount of insulin must be balanced with food intake and daily activities
",3387,128,0
Oral medication for type 2 diabetes Manage blood pressure and cholesterol levels Adults with diabetes are at high risk for cardiovascular disease (CVD). ,3516,153,0
"In fact, at least 65 percent of those with diabetes die from heart disease or stroke. ",3670,86,0
"Aspirin therapy, if recommended
Smoking cessation
Making Lifestyle Changes that Help
",3757,85,0
"Goal of diabetes management: Keep levels of blood glucose, blood pressure, and cholesterol as close to the normal range as safely possible.
",3793,140,0
"Some evidence suggest that persons with type 2 diabetes who have an active lifestyle, adhere to healthy diet and maintain weight can lead to ""remission"" of the effects of diabetes. ",3934,181,0
Certainly these tips can help prevent people predisposed to type 2 diabetes and those at pre-diabetic stages from actually developing the disorder as it helps restore insulin sensitivity. ,4116,188,0
"However patients should talk to their doctors about this for real expectations before undertaking it (esp. to avoid hypoglycemia or other complications); few people actually seem to go into total 'remission,' but some may find they need less of their insulin medications since the body tends to have lower insulin requirements during and shortly following exercise. ",4305,366,0
"Regardless of whether it works that way or not for an individual, there are certainly other benefits to this healthy lifestyle for both diabetics and non-diabetics.
",4672,165,0
"Refraining form alcohol as a preventive, but it is interesting to note that moderate alcohol intake may reduce the risk (though heavy consumption absolutely and clearly increases damage to bodily systems significantly) Walking is a great exercise. ",4838,248,0
"Do it every day, and you'll raise your metabolicrate, as well as level out your blood sugar. ",5087,93,0
This means you will burn extracalories even while you are sitting in front of your computer or sleeping inyour bed! ,5181,116,0
"Look at the ways you save calories, and then spend them instead. Takethe stairs instead of the elevator. ",5298,105,0
"Park away from the door, instead of upclose. Use a pushmower instead of a riding mower. ",5339,88,0
Pay attention to what you doand think of how you can burn more calories while doing it. ,5383,88,0
"Blood pressure control
Diet Eliminate as many processed carbohydrates as possible. ",5472,83,0
"Don't eat carbohydrates 2 hours before bedtime. Balance your fat/carbos/protein in a roughly 30/40/30 ratio (this is a guideline, not a hard and fast rule--it doesn't work for everyone). ",5533,187,0
"Eat at least 5 or 6 small meals a day. Always eat a high-protein breakfast. Improved control of blood cholesterol levels Reduce cardiovascular complications by 20%-50%
",5673,168,0
"American Diabetes Association (ADA) Juvenile Diabetes Research Foundation International (JDRF) American Association of Diabetes Educators
",5766,138,0
"The American Association of Diabetes Educators is a multi-disciplinary professional membershiporganization dedicated to improving diabetes care through education.
",6529,163,1
"AADE advocates the team approach to diabetes care, and we believe that no care team iscomplete without a diabetes educator.
",6693,124,0
Patients with diabetes often feel overwhelmed and adrift when they leave the doctor's office andreturn to their everyday routines. ,6818,131,1
"Even though they may have been given instructions aboutmonitoring their health, taking proper medication and altering their lifestyles, patients stillhave trouble making the behavioral adjustments needed to manage their disease.
",6950,229,1
"Primary care physicians, endocrinologists, pharmacists, podiatrists and otherhealthcare professionals, diabetes educators help patients set and achieve behaviorchange goals and create self-management plans tailored to meet individual lifestyle needs.
",7181,251,0
"The highest quality care can be ensured by the diabetes care team and. in turn leads to, improvement in health outcomes.
",7433,121,0
"Diabetes Educator
Certification Examination for Diabetes Educators designed and intended only for health care professionals who have defined roles as diabetes educators, not for those who may perform some diabetes related functions as part of or in the course of other usual and customary occupational duties Objectives:
",7555,321,0
"An actual ""Diabetes diet"" does not exist. Your physician will recommend meeting with a nutritionist to plan a healthy diet that is suited to meet your health needs, including your weight. ",7859,188,0
"Carbohydrates must be monitored in order to maintain an even balance.
It is noted that a majority of adults who develop diabetes over the age of 40 do so because they are overweight or have high cholesterol and/or fat levels in their blood. ",8006,241,0
"Diet and exercise can play an important role in staying healthy.
",8178,65,0
